filepath,labels
56123.wav,0
54076.wav,0
29519.wav,0
29520.wav,0
76630.wav,0
27484.wav,0
146277.wav,0
29549.wav,0
254831.wav,0
76661.wav,0
415374.wav,0
123774.wav,0
33667.wav,0
211843.wav,0
211845.wav,0
211846.wav,0
211849.wav,0
76697.wav,0
76699.wav,0
76705.wav,0
97188.wav,0
76711.wav,0
275367.wav,0
117673.wav,0
76712.wav,0
254891.wav,0
117674.wav,0
117679.wav,0
117688.wav,0
117689.wav,0
117690.wav,0
117693.wav,0
39871.wav,0
117696.wav,0
54208.wav,0
54210.wav,0
117700.wav,0
117701.wav,0
117702.wav,0
54216.wav,0
152521.wav,0
117706.wav,0
117707.wav,0
54217.wav,0
117712.wav,0
54226.wav,0
54229.wav,0
117718.wav,0
54231.wav,0
54233.wav,0
54240.wav,0
173033.wav,0
173034.wav,0
173035.wav,0
41964.wav,0
54253.wav,0
54251.wav,0
41968.wav,0
109553.wav,0
54256.wav,0
41969.wav,0
173047.wav,0
173048.wav,0
173052.wav,0
173054.wav,0
60457.wav,0
37959.wav,0
15443.wav,0
37981.wav,0
162922.wav,0
162933.wav,0
353407.wav,0
162946.wav,0
181380.wav,0
181383.wav,0
162954.wav,0
181389.wav,0
181393.wav,0
253076.wav,0
91316.wav,0
42167.wav,0
31929.wav,0
31934.wav,0
251080.wav,0
353493.wav,0
259286.wav,0
251097.wav,0
48355.wav,0
48356.wav,0
251109.wav,0
48359.wav,0
48360.wav,0
48365.wav,0
48366.wav,0
181498.wav,0
181500.wav,0
181501.wav,0
181502.wav,0
251135.wav,0
181506.wav,0
181507.wav,0
181511.wav,0
181512.wav,0
17676.wav,0
17677.wav,0
181519.wav,0
17680.wav,0
17681.wav,0
181522.wav,0
181520.wav,0
17679.wav,0
171286.wav,0
181527.wav,0
181528.wav,0
181529.wav,0
17690.wav,0
251160.wav,0
181532.wav,0
17692.wav,0
17697.wav,0
181540.wav,0
181541.wav,0
181544.wav,0
181545.wav,0
48435.wav,0
48446.wav,0
101696.wav,0
101697.wav,0
234836.wav,0
38238.wav,0
9576.wav,0
13699.wav,0
3469.wav,0
347540.wav,0
183705.wav,0
109983.wav,0
109984.wav,0
109986.wav,0
109990.wav,0
58791.wav,0
109993.wav,0
109995.wav,0
109999.wav,0
110002.wav,0
183733.wav,0
36281.wav,0
36284.wav,0
368068.wav,0
183750.wav,0
183757.wav,0
13782.wav,0
26072.wav,0
32221.wav,0
183795.wav,0
183796.wav,0
183815.wav,0
48648.wav,0
11806.wav,0
11807.wav,0
11808.wav,0
11812.wav,0
11814.wav,0
11817.wav,0
75319.wav,0
75320.wav,0
38459.wav,0
38460.wav,0
38461.wav,0
38462.wav,0
38463.wav,0
38464.wav,0
38465.wav,0
38466.wav,0
38467.wav,0
165444.wav,0
38468.wav,0
38469.wav,0
38470.wav,0
38471.wav,0
38472.wav,0
22091.wav,0
44619.wav,0
126554.wav,0
433764.wav,0
173679.wav,0
173684.wav,0
173685.wav,0
329336.wav,0
427640.wav,0
173690.wav,0
173701.wav,0
173702.wav,0
11914.wav,0
415371.wav,0
11916.wav,0
415372.wav,0
415373.wav,0
173711.wav,0
415376.wav,0
415377.wav,0
173714.wav,0
173715.wav,0
11924.wav,0
415379.wav,0
415380.wav,0
173717.wav,0
415375.wav,0
173721.wav,0
415378.wav,0
173725.wav,0
173726.wav,0
173727.wav,0
411299.wav,0
16035.wav,0
11942.wav,0
11946.wav,0
218794.wav,0
372396.wav,0
411309.wav,0
16046.wav,0
11948.wav,0
11952.wav,0
173745.wav,0
173746.wav,0
218801.wav,0
173748.wav,0
173749.wav,0
11956.wav,0
16054.wav,0
11960.wav,0
73401.wav,0
30393.wav,0
73403.wav,0
73404.wav,0
11964.wav,0
11966.wav,0
16056.wav,0
11968.wav,0
11970.wav,0
11971.wav,0
28356.wav,0
30403.wav,0
173766.wav,0
30406.wav,0
173769.wav,0
11978.wav,0
11983.wav,0
173776.wav,0
173777.wav,0
173778.wav,0
173779.wav,0
173780.wav,0
173781.wav,0
11990.wav,0
173782.wav,0
173783.wav,0
173784.wav,0
11994.wav,0
65242.wav,0
24287.wav,0
12000.wav,0
24289.wav,0
12008.wav,0
173805.wav,0
12014.wav,0
28399.wav,0
173807.wav,0
28401.wav,0
173808.wav,0
173819.wav,0
157436.wav,0
75517.wav,0
12030.wav,0
75515.wav,0
173824.wav,0
157441.wav,0
173826.wav,0
12035.wav,0
173828.wav,0
173825.wav,0
173830.wav,0
157446.wav,0
173831.wav,0
157448.wav,0
157449.wav,0
12041.wav,0
173833.wav,0
173835.wav,0
12042.wav,0
157450.wav,0
98073.wav,0
329502.wav,0
329504.wav,0
149281.wav,0
149282.wav,0
329505.wav,0
329506.wav,0
329507.wav,0
329509.wav,0
149289.wav,0
128809.wav,0
149291.wav,0
349998.wav,0
145216.wav,0
145217.wav,0
145218.wav,0
145219.wav,0
20309.wav,0
16218.wav,0
149353.wav,0
46993.wav,0
87967.wav,0
79782.wav,0
47029.wav,0
94136.wav,0
251835.wav,0
69564.wav,0
47039.wav,0
47040.wav,0
110540.wav,0
251867.wav,0
14307.wav,0
430599.wav,0
353293.wav,0
176154.wav,0
176155.wav,0
74780.wav,0
326180.wav,0
181811.wav,0
366646.wav,0
404539.wav,0
404540.wav,0
404544.wav,0
404545.wav,0
404550.wav,0
404554.wav,0
404555.wav,0
418897.wav,0
69209.wav,0
413292.wav,0
395375.wav,0
68727.wav,0
405623.wav,0
387705.wav,0
322211.wav,0
346789.wav,0
346792.wav,0
428207.wav,0
88242.wav,0
364727.wav,0
426680.wav,0
21183.wav,0
382658.wav,0
361673.wav,0
361674.wav,0
35024.wav,0
428255.wav,0
361710.wav,0
361712.wav,0
361713.wav,0
175345.wav,0
325886.wav,0
361729.wav,0
414979.wav,0
236809.wav,0
275216.wav,0
326930.wav,0
326954.wav,0
325434.wav,0
363869.wav,0
177501.wav,0
177506.wav,0
178021.wav,0
315750.wav,0
365419.wav,0
108397.wav,0
249711.wav,0
17270.wav,0
381324.wav,0
411533.wav,0
266650.wav,0
411550.wav,0
381352.wav,0
371624.wav,0
19884.wav,0
176560.wav,0
360378.wav,0
364997.wav,0
364998.wav,0
232905.wav,0
408010.wav,0
371663.wav,0
365008.wav,0
363474.wav,0
32216.wav,0
365021.wav,0
419302.wav,0
125415.wav,0
369130.wav,0
250875.wav,0
95556.wav,0
186484.wav,0
269117.wav,0
350724.wav,0
371717.wav,0
371719.wav,0
199688.wav,0
351241.wav,0
351243.wav,0
380941.wav,0
386574.wav,0
392725.wav,0
71190.wav,0
423964.wav,0
329760.wav,0
95264.wav,0
209443.wav,0
213036.wav,0
323629.wav,0
432686.wav,0
115759.wav,0
74799.wav,0
213037.wav,0
422963.wav,0
34355.wav,0
415286.wav,0
21050.wav,0
204347.wav,0
136251.wav,0
422974.wav,0
85570.wav,0
169540.wav,0
104517.wav,0
244296.wav,0
352841.wav,0
78922.wav,0
45642.wav,0
333900.wav,0
379468.wav,0
391251.wav,0
425044.wav,0
391253.wav,0
188501.wav,0
121940.wav,0
162392.wav,0
27738.wav,0
391259.wav,0
327771.wav,0
207454.wav,0
414303.wav,0
414304.wav,0
400992.wav,0
68706.wav,0
78430.wav,0
135780.wav,0
17510.wav,0
180328.wav,0
386667.wav,0
162415.wav,0
162417.wav,0
182898.wav,0
182897.wav,0
182900.wav,0
182899.wav,0
78966.wav,0
182902.wav,0
182904.wav,0
182905.wav,0
182906.wav,0
182907.wav,0
182908.wav,0
209021.wav,0
346237.wav,0
409727.wav,0
182910.wav,0
209027.wav,0
182911.wav,0
182912.wav,0
182915.wav,0
337541.wav,0
182919.wav,0
127113.wav,0
379017.wav,0
182920.wav,0
182921.wav,0
68749.wav,0
182923.wav,0
104078.wav,0
7312.wav,0
208848.wav,0
42973.wav,0
106130.wav,0
209044.wav,0
209045.wav,0
209046.wav,0
422859.wav,0
208849.wav,0
211604.wav,0
188572.wav,0
413854.wav,0
361120.wav,0
204449.wav,0
2215.wav,0
2216.wav,0
422863.wav,0
253612.wav,0
422864.wav,0
391859.wav,0
422865.wav,0
320693.wav,0
422866.wav,0
179898.wav,0
23741.wav,0
66751.wav,0
179899.wav,0
179900.wav,0
179903.wav,0
179904.wav,0
179905.wav,0
179906.wav,0
411846.wav,0
17607.wav,0
190664.wav,0
267464.wav,0
179907.wav,0
393924.wav,0
392137.wav,0
238797.wav,0
238798.wav,0
190672.wav,0
190674.wav,0
190675.wav,0
238803.wav,0
208862.wav,0
190678.wav,0
190679.wav,0
133846.wav,0
23769.wav,0
381151.wav,0
381152.wav,0
367328.wav,0
381154.wav,0
109291.wav,0
204531.wav,0
38646.wav,0
87289.wav,0
340218.wav,0
211707.wav,0
208842.wav,0
350979.wav,0
361222.wav,0
381192.wav,0
336652.wav,0
237324.wav,0
362253.wav,0
351503.wav,0
199953.wav,0
199955.wav,0
55059.wav,0
100632.wav,0
238360.wav,0
194842.wav,0
166171.wav,0
337692.wav,0
250653.wav,0
431390.wav,0
381215.wav,0
396576.wav,0
100643.wav,0
151849.wav,0
393003.wav,0
393004.wav,0
151853.wav,0
166703.wav,0
106801.wav,0
392497.wav,0
166707.wav,0
209205.wav,0
57654.wav,0
401719.wav,0
378173.wav,0
153412.wav,0
368453.wav,0
145230.wav,0
268928.wav,0
368470.wav,0
51032.wav,0
51033.wav,0
51034.wav,0
2396.wav,0
336732.wav,0
256862.wav,0
153439.wav,0
53601.wav,0
250725.wav,0
216936.wav,0
81260.wav,0
5997.wav,0
402801.wav,0
350578.wav,0
341874.wav,0
252276.wav,0
250229.wav,0
75642.wav,0
75643.wav,0
390849.wav,0
75646.wav,0
75647.wav,0
69509.wav,0
380806.wav,0
207251.wav,0
152980.wav,0
129427.wav,0
79253.wav,0
152983.wav,0
129429.wav,0
329116.wav,0
363935.wav,0
363937.wav,0
187816.wav,0
245674.wav,0
75693.wav,0
432056.wav,0
420293.wav,0
420294.wav,0
361414.wav,0
420296.wav,0
420297.wav,0
420298.wav,0
420299.wav,0
162252.wav,0
420300.wav,0
420302.wav,0
420301.wav,0
420304.wav,0
420305.wav,0
420303.wav,0
386515.wav,0
420307.wav,0
420308.wav,0
420309.wav,0
420310.wav,0
238039.wav,0
238040.wav,0
420311.wav,0
420312.wav,0
420315.wav,0
420313.wav,0
420314.wav,0
420316.wav,0
420317.wav,0
420318.wav,0
420319.wav,0
420322.wav,0
420320.wav,0
420321.wav,0
420323.wav,0
420324.wav,0
33256.wav,0
76256.wav,0
165345.wav,0
407010.wav,0
407011.wav,0
407012.wav,0
407013.wav,0
407014.wav,0
231920.wav,0
386537.wav,0
407021.wav,0
407024.wav,0
407025.wav,0
407028.wav,0
407029.wav,0
386033.wav,0
433615.wav,0
405135.wav,0
405139.wav,0
405140.wav,0
275640.wav,0
427245.wav,0
392663.wav,0
155920.wav,0
280205.wav,0
334903.wav,0
353953.wav,0
353954.wav,0
75825.wav,0
380807.wav,0
175428.wav,0
177059.wav,0
178084.wav,0
71602.wav,0
72723.wav,0
221207.wav,0
328728.wav,0
328729.wav,0
370714.wav,0
170015.wav,0
121888.wav,0
36902.wav,0
128042.wav,0
34872.wav,0
33849.wav,0
55365.wav,0
348247.wav,0
108631.wav,0
333914.wav,0
77930.wav,0
364662.wav,0
182395.wav,0
72829.wav,0
389254.wav,0
264332.wav,0
261286.wav,0
348332.wav,0
118961.wav,0
118962.wav,0
118963.wav,0
118964.wav,0
131258.wav,0
400576.wav,0
194753.wav,0
194754.wav,0
147672.wav,0
342250.wav,0
236139.wav,0
254190.wav,0
254191.wav,0
254192.wav,0
29936.wav,0
342264.wav,0
270586.wav,0
157950.wav,0
270590.wav,0
266511.wav,0
95532.wav,0
142641.wav,0
418105.wav,0
418106.wav,0
418107.wav,0
418108.wav,0
6457.wav,0
344.wav,0
235865.wav,0
235864.wav,0
235867.wav,0
160092.wav,0
84317.wav,0
160094.wav,0
235869.wav,0
235872.wav,0
160093.wav,0
235871.wav,0
162148.wav,0
418154.wav,0
418155.wav,0
235884.wav,0
235885.wav,0
235886.wav,0
418156.wav,0
235890.wav,0
85362.wav,0
245114.wav,0
398724.wav,0
235913.wav,0
332173.wav,0
332175.wav,0
332176.wav,0
184725.wav,0
236967.wav,0
50612.wav,0
50613.wav,0
50614.wav,0
380350.wav,0
11722.wav,0
70098.wav,0
164311.wav,0
35296.wav,0
67049.wav,0
236011.wav,0
236013.wav,0
236016.wav,0
236017.wav,0
236018.wav,0
236019.wav,0
236020.wav,0
236021.wav,0
236022.wav,0
236025.wav,0
381434.wav,0
236027.wav,0
236028.wav,0
236029.wav,0
236030.wav,0
236031.wav,0
236032.wav,0
236026.wav,0
236034.wav,0
236035.wav,0
236037.wav,0
236038.wav,0
236039.wav,0
236040.wav,0
236041.wav,0
236042.wav,0
236043.wav,0
236044.wav,0
236045.wav,0
236046.wav,0
236047.wav,0
236048.wav,0
236049.wav,0
236050.wav,0
236051.wav,0
236052.wav,0
236053.wav,0
236054.wav,0
117271.wav,0
236056.wav,0
236057.wav,0
236058.wav,0
236059.wav,0
236060.wav,0
236061.wav,0
236062.wav,0
236055.wav,0
365089.wav,0
236066.wav,0
236067.wav,0
236068.wav,0
236065.wav,0
196127.wav,0
54823.wav,0
236071.wav,0
433697.wav,0
433698.wav,0
236074.wav,0
236075.wav,0
236076.wav,0
236077.wav,0
234030.wav,0
236078.wav,0
184880.wav,0
236084.wav,0
236085.wav,0
236086.wav,0
236087.wav,0
236088.wav,0
236089.wav,0
236090.wav,0
236093.wav,0
236094.wav,0
236095.wav,0
236096.wav,0
236097.wav,0
277058.wav,0
236099.wav,0
236098.wav,0
236100.wav,0
236101.wav,0
236105.wav,0
236106.wav,0
137803.wav,0
236109.wav,0
236108.wav,0
236111.wav,0
236110.wav,0
236113.wav,0
236112.wav,0
236116.wav,0
236117.wav,0
236118.wav,0
236119.wav,0
236120.wav,0
236121.wav,0
236123.wav,0
211548.wav,0
236125.wav,0
236124.wav,0
236127.wav,0
236128.wav,0
236126.wav,0
420447.wav,0
420448.wav,0
236134.wav,0
420450.wav,0
236136.wav,0
236137.wav,0
114280.wav,0
236135.wav,0
236131.wav,0
236138.wav,0
387686.wav,0
236142.wav,0
387689.wav,0
236144.wav,0
236146.wav,0
236145.wav,0
236140.wav,0
236141.wav,0
125554.wav,0
432755.wav,0
236147.wav,0
236148.wav,0
236154.wav,0
236150.wav,0
236151.wav,0
236153.wav,0
236149.wav,0
236155.wav,0
119420.wav,0
236157.wav,0
236158.wav,0
236159.wav,0
236156.wav,0
264833.wav,0
236162.wav,0
236167.wav,0
236163.wav,0
236165.wav,0
236171.wav,0
125574.wav,0
236166.wav,0
164488.wav,0
236169.wav,0
236170.wav,0
379531.wav,0
236172.wav,0
236173.wav,0
390804.wav,0
390805.wav,0
236174.wav,0
236175.wav,0
236176.wav,0
236178.wav,0
236179.wav,0
236180.wav,0
236182.wav,0
236184.wav,0
236185.wav,0
236186.wav,0
236188.wav,0
236189.wav,0
144028.wav,0
236193.wav,0
85661.wav,0
236196.wav,0
236197.wav,0
85664.wav,0
236200.wav,0
236201.wav,0
236202.wav,0
236203.wav,0
236204.wav,0
155309.wav,0
236205.wav,0
155311.wav,0
155312.wav,0
236206.wav,0
236207.wav,0
236208.wav,0
155317.wav,0
236214.wav,0
236210.wav,0
183992.wav,0
236211.wav,0
236212.wav,0
236213.wav,0
107190.wav,0
236215.wav,0
236216.wav,0
236217.wav,0
236218.wav,0
236219.wav,0
236220.wav,0
236221.wav,0
236222.wav,0
50885.wav,0
236223.wav,0
236225.wav,0
236226.wav,0
236227.wav,0
236228.wav,0
236229.wav,0
236230.wav,0
236232.wav,0
236233.wav,0
236234.wav,0
236235.wav,0
236236.wav,0
236237.wav,0
236238.wav,0
236239.wav,0
236240.wav,0
236241.wav,0
236243.wav,0
236244.wav,0
347763.wav,0
236249.wav,0
236250.wav,0
236251.wav,0
236253.wav,0
236255.wav,0
236256.wav,0
242402.wav,0
242403.wav,0
55013.wav,0
236262.wav,0
236263.wav,0
236264.wav,0
220901.wav,0
220904.wav,0
236267.wav,0
236269.wav,0
236270.wav,0
236271.wav,0
236272.wav,0
236273.wav,0
236274.wav,0
236275.wav,0
236276.wav,0
244469.wav,0
86774.wav,0
236278.wav,0
236281.wav,0
236282.wav,0
236279.wav,0
381692.wav,0
236280.wav,0
156418.wav,0
404233.wav,0
43787.wav,0
74513.wav,0
63261.wav,0
372521.wav,0
372523.wav,0
35628.wav,0
372525.wav,0
4910.wav,0
372526.wav,0
4912.wav,0
372527.wav,0
372529.wav,0
372530.wav,0
47926.wav,0
420449.wav,0
387683.wav,0
420451.wav,0
387685.wav,0
180052.wav,0
72538.wav,0
325466.wav,0
387688.wav,0
372571.wav,0
325469.wav,0
325470.wav,0
239456.wav,0
325473.wav,0
325474.wav,0
387690.wav,0
381799.wav,0
325479.wav,0
33641.wav,0
413544.wav,0
325481.wav,0
77674.wav,0
193394.wav,0
62048.wav,0
268019.wav,0
128891.wav,0
72579.wav,0
7913.wav,0
351876.wav,0
179096.wav,0
245666.wav,0
116400.wav,0
97193.wav,0
410555.wav,0
178118.wav,0
351182.wav,0
98262.wav,0
360411.wav,0
28284.wav,0
157322.wav,0
130030.wav,0
369648.wav,0
257585.wav,0
146343.wav,0
327138.wav,0
266603.wav,0
232271.wav,0
167487.wav,0
98304.wav,0
71710.wav,0
251937.wav,0
155682.wav,0
321570.wav,0
413738.wav,0
409643.wav,0
90172.wav,0
24639.wav,0
24640.wav,0
24641.wav,0
24642.wav,0
32855.wav,0
346210.wav,0
4201.wav,0
348266.wav,0
4206.wav,0
4207.wav,0
266352.wav,0
266354.wav,0
122997.wav,0
123000.wav,0
209020.wav,0
4221.wav,0
4222.wav,0
4223.wav,0
59517.wav,0
393349.wav,0
104582.wav,0
127112.wav,0
266379.wav,0
209037.wav,0
98447.wav,0
342160.wav,0
342161.wav,0
98450.wav,0
342163.wav,0
342164.wav,0
98448.wav,0
4250.wav,0
104604.wav,0
372897.wav,0
157870.wav,0
409779.wav,0
329909.wav,0
389304.wav,0
266424.wav,0
411837.wav,0
75966.wav,0
20684.wav,0
424141.wav,0
71896.wav,0
194780.wav,0
151773.wav,0
108771.wav,0
108772.wav,0
108775.wav,0
108776.wav,0
18663.wav,0
342251.wav,0
342252.wav,0
342254.wav,0
20722.wav,0
342263.wav,0
86281.wav,0
57610.wav,0
57611.wav,0
57612.wav,0
57613.wav,0
389393.wav,0
71980.wav,0
20783.wav,0
57656.wav,0
35132.wav,0
188735.wav,0
342337.wav,0
342338.wav,0
57666.wav,0
57667.wav,0
342342.wav,0
342344.wav,0
342345.wav,0
241994.wav,0
342347.wav,0
129355.wav,0
342349.wav,0
53587.wav,0
213341.wav,0
72029.wav,0
12645.wav,0
164201.wav,0
37228.wav,0
379246.wav,0
379249.wav,0
379251.wav,0
16765.wav,0
166273.wav,0
268678.wav,0
22919.wav,0
16777.wav,0
110988.wav,0
207248.wav,0
149907.wav,0
131477.wav,0
131478.wav,0
111008.wav,0
111009.wav,0
111010.wav,0
111014.wav,0
111016.wav,0
33193.wav,0
33194.wav,0
111018.wav,0
350633.wav,0
324010.wav,0
111020.wav,0
39338.wav,0
111025.wav,0
111038.wav,0
100800.wav,0
244174.wav,0
104911.wav,0
246223.wav,0
246224.wav,0
244186.wav,0
92639.wav,0
92640.wav,0
66017.wav,0
111074.wav,0
104931.wav,0
111076.wav,0
111077.wav,0
104930.wav,0
104935.wav,0
66018.wav,0
238056.wav,0
111082.wav,0
231910.wav,0
111075.wav,0
104932.wav,0
47598.wav,0
111087.wav,0
111088.wav,0
221672.wav,0
51690.wav,0
47603.wav,0
111093.wav,0
111094.wav,0
168439.wav,0
231928.wav,0
111097.wav,0
70137.wav,0
240122.wav,0
231931.wav,0
80380.wav,0
53771.wav,0
209421.wav,0
51726.wav,0
209423.wav,0
31252.wav,0
57876.wav,0
193045.wav,0
387605.wav,0
100888.wav,0
207387.wav,0
100892.wav,0
100893.wav,0
121373.wav,0
121375.wav,0
121376.wav,0
418337.wav,0
209441.wav,0
209447.wav,0
352816.wav,0
90677.wav,0
21046.wav,0
21048.wav,0
21049.wav,0
429150.wav,0
238144.wav,0
74317.wav,0
266832.wav,0
35421.wav,0
135777.wav,0
207462.wav,0
33393.wav,0
207473.wav,0
207475.wav,0
164475.wav,0
164476.wav,0
86663.wav,0
318092.wav,0
19087.wav,0
76440.wav,0
76443.wav,0
76445.wav,0
76446.wav,0
76447.wav,0
35488.wav,0
96933.wav,0
15025.wav,0
266935.wav,0
266936.wav,0
271038.wav,0
125635.wav,0
23236.wav,0
404165.wav,0
277194.wav,0
125649.wav,0
242405.wav,0
19176.wav,0
60143.wav,0
393968.wav,0
33521.wav,0
398080.wav,0
203520.wav,0
152338.wav,0
164651.wav,0
138029.wav,0
174894.wav,0
185134.wav,0
174896.wav,0
49986.wav,0
176965.wav,0
72520.wav,0
240469.wav,0
240476.wav,0
62304.wav,0
62305.wav,0
45922.wav,0
158570.wav,0
58234.wav,0
99198.wav,0
344968.wav,0
240523.wav,0
64401.wav,0
410519.wav,0
115608.wav,0
250777.wav,0
146328.wav,0
238493.wav,0
168866.wav,0
29607.wav,0
361384.wav,0
361385.wav,0
54190.wav,0
332726.wav,0
353217.wav,0
17349.wav,0
17350.wav,0
191433.wav,0
414671.wav,0
322518.wav,0
50134.wav,0
50136.wav,0
66524.wav,0
58339.wav,0
388072.wav,0
56302.wav,0
7156.wav,0
414710.wav,0
381954.wav,0
371716.wav,0
109580.wav,0
66580.wav,0
109605.wav,0
19504.wav,0
326704.wav,0
164913.wav,0
46128.wav,0
267338.wav,0
101453.wav,0
189521.wav,0
189522.wav,0
189523.wav,0
189524.wav,0
189525.wav,0
269394.wav,0
189527.wav,0
189528.wav,0
189529.wav,0
189530.wav,0
31834.wav,0
189531.wav,0
189533.wav,0
189534.wav,0
189532.wav,0
189536.wav,0
189537.wav,0
17506.wav,0
189539.wav,0
189540.wav,0
189541.wav,0
97382.wav,0
189542.wav,0
97384.wav,0
189538.wav,0
189543.wav,0
189544.wav,0
97388.wav,0
189550.wav,0
189545.wav,0
189552.wav,0
189553.wav,0
189546.wav,0
189547.wav,0
189548.wav,0
189549.wav,0
189551.wav,0
9329.wav,0
416893.wav,0
7294.wav,0
429185.wav,0
216204.wav,0
269471.wav,0
353447.wav,0
353451.wav,0
15538.wav,0
21686.wav,0
15543.wav,0
72892.wav,0
265405.wav,0
330963.wav,0
330964.wav,0
330965.wav,0
392404.wav,0
330966.wav,0
330967.wav,0
13531.wav,0
419063.wav,0
21753.wav,0
189535.wav,0
13570.wav,0
81155.wav,0
146700.wav,0
146704.wav,0
27925.wav,0
187669.wav,0
34074.wav,0
70954.wav,0
415019.wav,0
120107.wav,0
245037.wav,0
263483.wav,0
161084.wav,0
273726.wav,0
363875.wav,0
195942.wav,0
382311.wav,0
195944.wav,0
34163.wav,0
34164.wav,0
71027.wav,0
398734.wav,0
69008.wav,0
390552.wav,0
390553.wav,0
390556.wav,0
390558.wav,0
390559.wav,0
13738.wav,0
159447.wav,0
361899.wav,0
187822.wav,0
99767.wav,0
130501.wav,0
167368.wav,0
386511.wav,0
187861.wav,0
187862.wav,0
48612.wav,0
44526.wav,0
316917.wav,0
26105.wav,0
116220.wav,0
116221.wav,0
116224.wav,0
116225.wav,0
394753.wav,0
116227.wav,0
116226.wav,0
116229.wav,0
108040.wav,0
34313.wav,0
370191.wav,0
69508.wav,0
34323.wav,0
34324.wav,0
34325.wav,0
202261.wav,0
75287.wav,0
26152.wav,0
366129.wav,0
216636.wav,0
216637.wav,0
237121.wav,0
34370.wav,0
259659.wav,0
104934.wav,0
331350.wav,0
85603.wav,0
386663.wav,0
386664.wav,0
386665.wav,0
386666.wav,0
386669.wav,0
403063.wav,0
7802.wav,0
274048.wav,0
18049.wav,0
18051.wav,0
431751.wav,0
319112.wav,0
386695.wav,0
179855.wav,0
233103.wav,0
73364.wav,0
274078.wav,0
233124.wav,0
233125.wav,0
75435.wav,0
38573.wav,0
196271.wav,0
75440.wav,0
24240.wav,0
40623.wav,0
153277.wav,0
353983.wav,0
100036.wav,0
100039.wav,0
100041.wav,0
100042.wav,0
100043.wav,0
100047.wav,0
26322.wav,0
7893.wav,0
7894.wav,0
7895.wav,0
7896.wav,0
7897.wav,0
7898.wav,0
7899.wav,0
7900.wav,0
7901.wav,0
7902.wav,0
7903.wav,0
7904.wav,0
7905.wav,0
7906.wav,0
7907.wav,0
7908.wav,0
429795.wav,0
7910.wav,0
7909.wav,0
253672.wav,0
7911.wav,0
198377.wav,0
7912.wav,0
253670.wav,0
7916.wav,0
69357.wav,0
253679.wav,0
65264.wav,0
253678.wav,0
268018.wav,0
50931.wav,0
253680.wav,0
20225.wav,0
114435.wav,0
114436.wav,0
110347.wav,0
114445.wav,0
55054.wav,0
251663.wav,0
114448.wav,0
251665.wav,0
114450.wav,0
251664.wav,0
114449.wav,0
251670.wav,0
251672.wav,0
251673.wav,0
67354.wav,0
251674.wav,0
34592.wav,0
34593.wav,0
34594.wav,0
32549.wav,0
34597.wav,0
32551.wav,0
32552.wav,0
34599.wav,0
59186.wav,0
386869.wav,0
18232.wav,0
40766.wav,0
40767.wav,0
120646.wav,0
220999.wav,0
69449.wav,0
51020.wav,0
339792.wav,0
51028.wav,0
34648.wav,0
173913.wav,0
192347.wav,0
59229.wav,0
89952.wav,0
202595.wav,0
81766.wav,0
216935.wav,0
216934.wav,0
231270.wav,0
388973.wav,0
67439.wav,0
120695.wav,0
341880.wav,0
132990.wav,0
34687.wav,0
69504.wav,0
34688.wav,0
89986.wav,0
34691.wav,0
34692.wav,0
34689.wav,0
34690.wav,0
34693.wav,0
34694.wav,0
34696.wav,0
34697.wav,0
75656.wav,0
34698.wav,0
341899.wav,0
231302.wav,0
75662.wav,0
75663.wav,0
75664.wav,0
36755.wav,0
149391.wav,0
149390.wav,0
51094.wav,0
51095.wav,0
100248.wav,0
100249.wav,0
100246.wav,0
386973.wav,0
42917.wav,0
417709.wav,0
417710.wav,0
75694.wav,0
417712.wav,0
417713.wav,0
417714.wav,0
417716.wav,0
417718.wav,0
417719.wav,0
417720.wav,0
417721.wav,0
155580.wav,0
69574.wav,0
208843.wav,0
75726.wav,0
208850.wav,0
59346.wav,0
405461.wav,0
405462.wav,0
405463.wav,0
360409.wav,0
405467.wav,0
405473.wav,0
405474.wav,0
405475.wav,0
405477.wav,0
405478.wav,0
405479.wav,0
405480.wav,0
149384.wav,0
405482.wav,0
405483.wav,0
149385.wav,0
405485.wav,0
405486.wav,0
405487.wav,0
405488.wav,0
405489.wav,0
405490.wav,0
165874.wav,0
159726.wav,0
159727.wav,0
49142.wav,0
20472.wav,0
405500.wav,0
395207.wav,0
395222.wav,0
264436.wav,0
352962.wav,0
258049.wav,0
236322.wav,0
236324.wav,0
147019.wav,0
212396.wav,0
89099.wav,0
353526.wav,0
405504.wav,0
67585.wav,0
178180.wav,0
155654.wav,0
67593.wav,0
40971.wav,0
391180.wav,0
67576.wav,0
32799.wav,0
350264.wav,0
32841.wav,0
32842.wav,0
368736.wav,0
184418.wav,0
157799.wav,0
157800.wav,0
157801.wav,0
100465.wav,0
96376.wav,0
155790.wav,0
182429.wav,0
182431.wav,0
391328.wav,0
182435.wav,0
368805.wav,0
145580.wav,0
161968.wav,0
161969.wav,0
161970.wav,0
164020.wav,0
166076.wav,0
145609.wav,0
205011.wav,0
65752.wav,0
432366.wav,0
387336.wav,0
387337.wav,0
221451.wav,0
51470.wav,0
221455.wav,0
221457.wav,0
198952.wav,0
166192.wav,0
219455.wav,0
219457.wav,0
184651.wav,0
231765.wav,0
397657.wav,0
371041.wav,0
49512.wav,0
49513.wav,0
96630.wav,0
96635.wav,0
96636.wav,0
